trans_id	strand	gene_id	gene_name	gene_start	gene_stop	trans_start	trans_stop	CDS_length	5UTR_length	3UTR_length	transcript_length
ENST00000367943	+	ENSG00000081721	DUSP12	161749770	161757162	33	1055	1023	32	215	1270
ENST00000367948	+	ENSG00000162746	FCRLB	161721563	161728143	216	1496	1281	215	481	1977
ENST00000367959	+	ENSG00000132185	FCRLA	161706972	161714351	243	1391	1149	242	971	2362
ENST00000367963	-	ENSG00000079931	MOXD1	132296055	132401545	120	1961	1842	119	1098	3059
ENST00000367969	-	ENSG00000203747	FCGR3A	161541759	161550103	53	1132	1080	52	1253	2385
ENST00000367974	-	ENSG00000188931	CFAP126	161364731	161367874	7	540	534	6	234	774
ENST00000367975	+	ENSG00000143252	SDHC	161314257	161375340	150	659	510	149	12907	13566
ENST00000367976	-	ENSG00000118523	CTGF	131948176	131951373	202	1251	1050	201	1088	2339
ENST00000367983	-	ENSG00000143257	NR1I3	161229666	161238302	296	1342	1047	295	131	1473
ENST00000367996	-	ENSG00000158859	ADAMTS4	161184308	161199056	430	2943	2514	429	6830	9773
ENST00000367999	+	ENSG00000143224	PPOX	161166415	161171216	267	1700	1434	266	40	1740
ENST00000368002	+	ENSG00000143258	USP21	161159464	161165714	378	2075	1698	377	267	2342
ENST00000368003	+	ENSG00000143222	UFC1	161153752	161158856	247	750	504	246	364	1114
ENST00000368006	-	ENSG00000158796	DEDD	161120974	161132668	216	1172	957	215	1173	2345
ENST00000368008	+	ENSG00000158793	NIT1	161118118	161125445	60	791	732	59	1290	2081
ENST00000368010	-	ENSG00000143256	PFDN2	161100556	161118111	86	550	465	85	127	677
ENST00000368012	-	ENSG00000143217	NECTIN4	161070995	161089599	304	1836	1533	303	1666	3502
ENST00000368013	-	ENSG00000186517	ARHGAP30	161046948	161069945	322	3627	3306	321	767	4394
ENST00000368021	-	ENSG00000158773	USF1	161039251	161045977	206	1138	933	205	669	1807
ENST00000368026	-	ENSG00000158769	F11R	160995211	161021348	276	1175	900	275	3660	4835
ENST00000368029	-	ENSG00000158764	ITLN2	160945025	160954799	59	1036	978	58	115	1151
ENST00000368034	-	ENSG00000122223	CD244	160830160	160862855	179	1276	1098	178	1187	2463
ENST00000368037	+	ENSG00000122224	LY9	160796074	160828261	115	2040	1926	114	445	2485
ENST00000368043	+	ENSG00000026751	SLAMF7	160739265	160754821	38	1045	1008	37	1644	2689
ENST00000368045	-	ENSG00000117091	CD48	160683519	160711803	41	550	510	40	1243	1793
ENST00000368054	-	ENSG00000066294	CD84	160541098	160579473	37	1023	987	36	7158	8181
ENST00000368059	-	ENSG00000162739	SLAMF6	160485030	160523262	71	1066	996	70	1677	2743
ENST00000368061	+	ENSG00000162738	VANGL2	160400586	160428678	475	2040	1566	474	3300	5340
ENST00000368063	+	ENSG00000162736	NCSTN	160343316	160358952	281	2350	2070	280	681	3031
ENST00000368068	-	ENSG00000112282	MED23	131586733	131628229	181	4287	4107	180	946	5233
ENST00000368072	-	ENSG00000162735	PEX19	160276812	160285146	23	922	900	22	2739	3661
ENST00000368073	-	ENSG00000132716	DCAF8	160215715	160262451	436	2229	1794	435	1877	4106
ENST00000368076	+	ENSG00000162734	PEA15	160205421	160215376	349	804	456	348	1890	2694
ENST00000368078	+	ENSG00000143318	CASQ1	160190556	160201886	197	1387	1191	196	510	1897
ENST00000368081	+	ENSG00000132681	ATP1A4	160151570	160186977	472	3561	3090	471	278	3839
ENST00000368086	-	ENSG00000162729	IGSF8	160091340	160098689	218	2059	1842	217	307	2366
ENST00000368087	+	ENSG00000118520	ARG1	131573144	131584332	140	1108	969	139	424	1532
ENST00000368088	+	ENSG00000162728	KCNJ9	160081570	160090563	243	1424	1182	242	2746	4170
ENST00000368089	-	ENSG00000177807	KCNJ10	160037467	160070483	463	1602	1140	462	3926	5528
ENST00000368090	-	ENSG00000143315	PIGM	160027673	160031991	253	1524	1272	252	2795	4319
ENST00000368093	-	ENSG00000162723	SLAMF9	159951492	159954254	118	987	870	117	169	1156
ENST00000368094	-	ENSG00000085552	IGSF9	159927039	159945596	199	3738	3540	198	306	4044
ENST00000368097	-	ENSG00000158710	TAGLN2	159918107	159925732	312	911	600	311	693	1604
ENST00000368100	-	ENSG00000243284	VSIG8	159854316	159862657	137	1381	1245	136	437	1818
ENST00000368102	-	ENSG00000188004	C1orf204	159834474	159855347	111	818	708	110	1683	2501
ENST00000368107	+	ENSG00000158716	DUSP23	159781003	159782543	99	551	453	98	205	756
ENST00000368115	+	ENSG00000179639	FCER1A	159289714	159308224	100	873	774	99	292	1165
ENST00000368125	+	ENSG00000162706	CADM3	159171609	159203313	158	1354	1197	157	2391	3745
ENST00000368130	-	ENSG00000163568	AIM2	159062484	159076901	290	1321	1032	289	208	1529
ENST00000368140	+	ENSG00000163564	PYHIN1	158931552	158977054	246	1724	1479	245	359	2083
ENST00000368141	+	ENSG00000163563	MNDA	158831317	158849504	262	1485	1224	261	267	1752
ENST00000368144	+	ENSG00000180433	OR6K6	158754720	158755891	97	1128	1032	96	44	1172
ENST00000368146	-	ENSG00000203757	OR6K3	158717168	158718163	1	996	996	0	0	996
ENST00000368147	-	ENSG00000163554	SPTA1	158610706	158686698	182	7441	7260	181	558	7999
ENST00000368149	-	ENSG00000146376	ARHGAP18	129576132	129710225	90	2081	1992	89	2381	4462
ENST00000368152	+	ENSG00000198965	OR10R2	158479878	158480885	1	1008	1008	0	0	1008
ENST00000368168	-	ENSG00000158485	CD1B	158327951	158331531	109	1110	1002	108	285	1395
ENST00000368170	+	ENSG00000158481	CD1C	158289786	158293630	280	1281	1002	279	154	1435
ENST00000368171	+	ENSG00000158473	CD1D	158179947	158184896	500	1507	1008	499	746	2253
ENST00000368173	+	ENSG00000183853	KIRREL	157993273	158100261	405	2378	1974	404	5141	7519
ENST00000368174	-	ENSG00000073754	CD5L	157830914	157841798	98	1141	1044	97	1050	2191
ENST00000368184	-	ENSG00000160856	FCRL3	157676482	157700857	293	2497	2205	292	2228	4725
ENST00000368192	-	ENSG00000117036	ETV3	157121191	157138367	66	1604	1539	65	3650	5254
ENST00000368194	-	ENSG00000132694	ARHGEF11	156934840	157045370	1041	5729	4689	1040	1160	6889
ENST00000368195	-	ENSG00000027644	INSRR	156840063	156859018	398	4291	3894	397	810	5101
ENST00000368196	+	ENSG00000198400	NTRK1	156860815	156881850	121	2493	2373	120	208	2701
ENST00000368216	+	ENSG00000143303	RRNAD1	156728475	156736949	631	2058	1428	630	196	2254
ENST00000368223	-	ENSG00000132688	NES	156668763	156677397	134	4999	4866	133	559	5558
ENST00000368226	-	ENSG00000152894	PTPRK	127968779	128520674	317	4639	4323	316	1448	6087
ENST00000368232	-	ENSG00000160818	GPATCH4	156594487	156601483	134	1246	1113	133	726	1972
ENST00000368235	+	ENSG00000163382	NAXE	156591762	156594299	44	910	867	43	215	1125
ENST00000368236	+	ENSG00000187862	TTC24	156579727	156586770	37	1785	1749	36	220	2005
ENST00000368243	-	ENSG00000125462	C1orf61	156404263	156429392	118	588	471	117	291	879
ENST00000368250	-	ENSG00000172673	THEMIS	127708072	127918540	263	2188	1926	262	1913	4101
ENST00000368255	+	ENSG00000163467	TSACC	156337314	156346995	361	738	378	360	13	751
ENST00000368272	+	ENSG00000242252	BGLAP	156241962	156243321	271	573	303	270	159	732
ENST00000368277	+	ENSG00000160783	PMF1	156213007	156240042	10	627	618	9	441	1068
ENST00000368285	+	ENSG00000196189	SEMA4A	156153527	156177744	268	2553	2286	267	747	3300
ENST00000368300	+	ENSG00000160789	LMNA	156114707	156140089	213	2207	1995	212	983	3190
ENST00000368305	+	ENSG00000116586	LAMTOR2	156054752	156058510	139	516	378	138	139	655
ENST00000368309	-	ENSG00000160803	UBQLN4	156035301	156053794	94	1899	1806	93	1677	3576
ENST00000368318	+	ENSG00000173080	RXFP4	155941710	155942949	1	1125	1125	0	115	1240
ENST00000368320	-	ENSG00000132680	KIAA0907	155913045	155934399	27	1721	1695	26	2778	4499
ENST00000368323	-	ENSG00000143622	RIT1	155897808	155911404	206	865	660	205	2580	3445
ENST00000368324	+	ENSG00000132718	SYT11	155859509	155885199	254	1549	1296	253	3691	5240
ENST00000368328	+	ENSG00000203760	CENPW	126340174	126348875	101	367	267	100	383	750
ENST00000368331	-	ENSG00000116580	GON4L	155749662	155857295	176	6901	6726	175	922	7823
ENST00000368332	+	ENSG00000066651	TRMT11	125986479	126039276	73	1449	1377	72	440	1889
ENST00000368336	+	ENSG00000132676	DAP3	155689058	155739010	125	1321	1197	124	768	2089
ENST00000368339	-	ENSG00000163374	YY1AP1	155659443	155688656	193	2859	2667	192	214	3073
ENST00000368346	-	ENSG00000116539	ASH1L	155335268	155562693	641	9550	8910	640	2392	11942
ENST00000368352	+	ENSG00000160753	RUSC1	155320927	155331114	152	2860	2709	151	543	3403
ENST00000368358	+	ENSG00000143630	HCN3	155277583	155289848	9	2333	2325	8	1385	3718
ENST00000368361	-	ENSG00000176444	CLK2	155262868	155273516	317	1816	1500	316	350	2166
ENST00000368364	+	ENSG00000135547	HEY2	125749580	125761269	198	1211	1014	197	1467	2678
ENST00000368376	+	ENSG00000173171	MTX1	155208699	155213823	107	1507	1401	106	125	1632
ENST00000368399	-	ENSG00000179085	DPM3	155139891	155140407	78	446	369	77	71	517
ENST00000368404	+	ENSG00000169241	SLC50A1	155135850	155138853	63	728	666	62	572	1300
ENST00000368407	+	ENSG00000169242	EFNA1	155127460	155134857	519	1136	618	518	790	1926
ENST00000368408	+	ENSG00000143590	EFNA3	155078872	155087538	71	787	717	70	995	1782
ENST00000368409	+	ENSG00000243364	EFNA4	155063731	155069553	94	699	606	93	564	1263
ENST00000368417	+	ENSG00000188580	NKAIN2	123804141	124825657	61	687	627	60	2428	3115
ENST00000368424	-	ENSG00000163354	DCST2	155018533	155033760	60	2381	2322	59	11	2392
ENST00000368433	+	ENSG00000160688	FLAD1	154983352	154991206	344	1714	1371	343	942	2656
ENST00000368439	+	ENSG00000173207	CKS1B	154974653	154979248	250	441	192	249	471	912
ENST00000368440	+	ENSG00000172594	SMPDL3A	122789170	122809720	178	1539	1362	177	312	1851
ENST00000368457	-	ENSG00000163348	PYGO2	154957026	154961748	173	1393	1221	172	1753	3146
ENST00000368463	-	ENSG00000163346	PBXIP1	154944080	154956104	73	2268	2196	72	944	3212
ENST00000368467	-	ENSG00000163344	PMVK	154924734	154936991	307	885	579	306	395	1280
ENST00000368468	-	ENSG00000111885	MAN1A1	119177209	119349761	443	2404	1962	442	2610	5014
ENST00000368474	-	ENSG00000160710	ADAR	154582062	154608206	201	3881	3681	200	2744	6625
ENST00000368476	+	ENSG00000160716	CHRNB2	154567781	154580026	265	1773	1509	264	4094	5867
ENST00000368482	+	ENSG00000163239	TDRD10	154502219	154548147	839	1894	1056	838	437	2331
ENST00000368485	+	ENSG00000160712	IL6R	154405193	154469450	438	1844	1407	437	4070	5914
ENST00000368489	+	ENSG00000143515	ATP8B2	154327800	154351307	1	3672	3672	0	2189	5861
ENST00000368491	-	ENSG00000111860	CEP85L	118460772	118651891	623	3040	2418	622	4633	7673
ENST00000368494	+	ENSG00000153989	NUS1	117675502	117710640	170	1051	882	169	3625	4676
ENST00000368508	-	ENSG00000047936	ROS1	117288300	117425855	200	7243	7044	199	192	7435
ENST00000368517	-	ENSG00000171772	SYCE1	133553901	133568291	140	988	849	139	389	1377
ENST00000368521	-	ENSG00000143612	C1orf43	154206706	154220606	200	961	762	199	747	1708
ENST00000368525	-	ENSG00000163263	C1orf189	154199372	154206333	27	332	306	26	55	387
ENST00000368547	-	ENSG00000127884	ECHS1	133362480	133373689	357	1229	873	356	388	1617
ENST00000368552	-	ENSG00000148803	FUOM	133355160	133358025	19	423	405	18	339	762
ENST00000368554	+	ENSG00000283496	ZNF511-PRAP1	133309410	133352529	1	955	955	0	89	1044
ENST00000368557	-	ENSG00000183807	FAM162B	116752197	116765723	148	636	489	147	400	1036
ENST00000368559	-	ENSG00000143552	NUP210L	153992685	154155116	73	5739	5667	72	150	5889
ENST00000368564	+	ENSG00000196911	KPNA5	116681187	116741866	149	1768	1620	148	9543	11311
ENST00000368576	-	ENSG00000153975	ZUFSP	116635618	116668794	245	1981	1737	244	214	2195
ENST00000368586	-	ENSG00000171811	CFAP46	132808392	132942585	102	8249	8148	101	29	8278
ENST00000368592	-	ENSG00000148826	NKX6-2	132783181	132786052	105	938	834	104	1735	2673
ENST00000368594	+	ENSG00000068383	INPP5A	132537820	132783480	278	1516	1239	277	1451	2967
ENST00000368596	+	ENSG00000164451	FAM26D	116553750	116558575	45	989	945	44	364	1353
ENST00000368599	+	ENSG00000178033	FAM26E	116511646	116524792	52	981	930	51	8803	9784
ENST00000368605	+	ENSG00000188820	FAM26F	116461393	116463779	96	1043	948	95	74	1117
ENST00000368607	+	ENSG00000143578	CREB3L4	153967903	153974363	267	1454	1188	266	298	1752
ENST00000368608	-	ENSG00000189241	TSPYL1	116276578	116279903	74	1387	1314	73	1939	3326
ENST00000368614	+	ENSG00000148814	LRRC27	132332200	132379918	106	1698	1593	105	4676	6374
ENST00000368623	-	ENSG00000143570	SLC39A1	153959110	153963475	761	1735	975	760	988	2723
ENST00000368633	-	ENSG00000160741	CRTC2	153947675	153958625	129	2210	2082	128	434	2644
ENST00000368642	-	ENSG00000176769	TCERG1L	131092391	131311721	87	1847	1761	86	771	2618
ENST00000368644	+	ENSG00000108010	GLRX3	130136399	130182881	23	1030	1008	22	2797	3827
ENST00000368648	-	ENSG00000108001	EBF3	129835283	129963841	74	1729	1656	73	2646	4375
ENST00000368654	-	ENSG00000148773	MKI67	128096659	128126385	377	10147	9771	376	2531	12678
ENST00000368655	-	ENSG00000143614	GATAD2B	153804725	153922975	245	2026	1782	244	5452	7478
ENST00000368656	+	ENSG00000203778	FAM229B	112087599	112102790	298	540	243	297	2003	2543
ENST00000368662	-	ENSG00000074935	TUBE1	112070777	112087513	80	1507	1428	79	635	2142
ENST00000368666	+	ENSG00000112761	WISP3	112054072	112070969	233	1351	1119	232	1349	2700
ENST00000368671	-	ENSG00000180745	CLRN3	127877841	127892947	164	844	681	163	308	1152
ENST00000368679	-	ENSG00000148848	ADAM12	126012381	126388455	311	3040	2730	310	4898	7938
ENST00000368680	+	ENSG00000169418	NPR1	153678637	153693992	473	3658	3186	472	578	4236
ENST00000368685	+	ENSG00000143553	SNAPIN	153658654	153661830	91	501	411	90	529	1030
ENST00000368686	+	ENSG00000160679	CHTOP	153638342	153644385	9	314	306	8	1936	2250
ENST00000368695	+	ENSG00000203780	FANK1	125896539	126009592	123	1142	1020	122	154	1296
ENST00000368698	+	ENSG00000160678	S100A1	153627926	153632034	148	591	444	147	193	784
ENST00000368702	-	ENSG00000189334	S100A14	153614255	153616986	274	588	315	273	630	1218
ENST00000368704	-	ENSG00000188643	S100A16	153606886	153609337	187	498	312	186	648	1146
ENST00000368708	-	ENSG00000196754	S100A2	153561108	153565865	374	667	294	373	331	998
ENST00000368713	-	ENSG00000188015	S100A3	153547329	153549372	198	503	306	197	353	856
ENST00000368716	-	ENSG00000196154	S100A4	153543613	153545885	149	454	306	148	146	600
ENST00000368718	-	ENSG00000196420	S100A5	153537147	153541765	283	561	279	282	149	710
ENST00000368723	-	ENSG00000143556	S100A7	153457744	153460701	112	417	306	111	62	479
ENST00000368725	-	ENSG00000197364	S100A7L2	153437058	153439949	1	339	339	0	0	339
ENST00000368729	+	ENSG00000184330	S100A7A	153416524	153423225	58	363	306	57	3916	4279
ENST00000368733	-	ENSG00000143546	S100A8	153390032	153391188	171	452	282	170	71	523
ENST00000368737	-	ENSG00000163221	S100A12	153373706	153375649	119	397	279	118	121	518
ENST00000368738	+	ENSG00000163220	S100A9	153357854	153361027	44	388	345	43	189	577
ENST00000368739	-	ENSG00000163218	PGLYRP4	153330120	153348840	360	1469	1110	359	647	2116
ENST00000368742	+	ENSG00000203782	LOR	153259700	153262122	58	996	939	57	234	1230
ENST00000368744	+	ENSG00000203783	PRR9	153217584	153219317	57	407	351	56	822	1229
ENST00000368747	+	ENSG00000203784	LELP1	153203443	153205120	111	407	297	110	116	523
ENST00000368748	-	ENSG00000159516	SPRR2G	153149582	153150869	40	261	222	39	307	568
ENST00000368751	-	ENSG00000203785	SPRR2E	153093135	153106184	76	294	219	75	398	692
ENST00000368755	-	ENSG00000196805	SPRR2B	153070224	153070840	2	220	219	1	397	617
ENST00000368757	-	ENSG00000163216	SPRR2D	153039828	153041931	282	500	219	281	300	800
ENST00000368761	-	ENSG00000056972	TRAF3IP2	111556454	111606246	480	2177	1698	479	2951	5128
ENST00000368762	+	ENSG00000169474	SPRR1A	152985231	152985500	1	270	270	0	0	270
ENST00000368764	+	ENSG00000163207	IVL	152908545	152911886	65	1822	1758	64	331	2153
ENST00000368765	+	ENSG00000163206	SMCP	152878317	152885047	151	501	351	150	274	775
ENST00000368770	+	ENSG00000186226	LCE1E	152786277	152788426	54	410	357	53	770	1180
ENST00000368775	+	ENSG00000198854	C1orf68	152719522	152720470	1	753	753	0	196	949
ENST00000368777	+	ENSG00000187170	LCE4A	152708160	152709491	257	556	300	256	116	672
ENST00000368779	+	ENSG00000187173	LCE2A	152698364	152699442	52	372	321	51	220	592
ENST00000368780	+	ENSG00000159455	LCE2B	152686123	152687401	55	387	333	54	225	612
ENST00000368783	+	ENSG00000187180	LCE2C	152675295	152676574	56	388	333	55	226	614
ENST00000368784	+	ENSG00000187223	LCE2D	152663396	152664659	56	388	333	55	221	609
ENST00000368787	-	ENSG00000163202	LCE3D	152579381	152580504	58	336	279	57	277	613
ENST00000368789	-	ENSG00000185966	LCE3E	152565654	152566772	57	335	279	56	276	611
ENST00000368790	+	ENSG00000169509	CRCT1	152514502	152516010	74	373	300	73	327	700
ENST00000368799	-	ENSG00000143631	FLG	152302175	152325203	37	12222	12186	36	525	12747
ENST00000368801	-	ENSG00000197915	HRNR	152212082	152224193	77	8629	8553	76	994	9623
ENST00000368806	-	ENSG00000182898	TCHHL1	152084144	152089064	66	2780	2715	65	823	3603
ENST00000368808	-	ENSG00000154485	MMP21	125766453	125775821	1	1710	1710	0	209	1919
ENST00000368811	-	ENSG00000197747	S100A10	151982915	151994390	661	954	294	660	248	1202
ENST00000368814	-	ENSG00000159445	THEM4	151873584	151909808	351	1073	723	350	1304	2377
ENST00000368817	-	ENSG00000196407	THEM5	151847263	151853697	133	876	744	132	108	984
ENST00000368820	-	ENSG00000213171	LINGO4	151800264	151806154	939	2720	1782	938	659	3379
ENST00000368821	-	ENSG00000175018	TEX36	125655694	125683144	156	716	561	155	206	922
ENST00000368822	-	ENSG00000182134	TDRKH	151773494	151791416	635	2320	1686	634	773	3093
ENST00000368830	-	ENSG00000143436	MRPL9	151759643	151763564	86	889	804	85	407	1296
ENST00000368836	-	ENSG00000203791	METTL10	124759954	124791870	38	913	876	37	549	1462
ENST00000368842	+	ENSG00000107902	LHPP	124461835	124614141	29	841	813	28	781	1622
ENST00000368843	+	ENSG00000143376	SNX27	151612082	151699091	121	1707	1587	120	5490	7197
ENST00000368845	-	ENSG00000065154	OAT	124397307	124418936	94	1413	1320	93	635	2048
ENST00000368847	+	ENSG00000173214	MFSD4B	111259348	111271167	354	1910	1557	353	4048	5958
ENST00000368849	+	ENSG00000143367	TUFT1	151540305	151583583	63	1235	1173	62	1876	3111
ENST00000368850	+	ENSG00000112394	SLC16A10	111177212	111231194	487	1092	606	486	8959	10051
ENST00000368865	+	ENSG00000154473	BUB3	123154277	123170467	210	1196	987	209	6632	7828
ENST00000368875	-	ENSG00000143393	PI4KB	151291937	151327657	582	3068	2487	581	915	3983
ENST00000368884	+	ENSG00000159352	PSMD4	151254703	151267479	81	1214	1134	80	136	1350
ENST00000368885	+	ENSG00000123505	AMD1	110874770	110895713	337	1341	1005	336	2097	3438
ENST00000368886	-	ENSG00000095574	IKZF5	122990806	123008817	322	1581	1260	321	2974	4555
ENST00000368887	+	ENSG00000179988	PSTK	122980040	122990390	441	1487	1047	440	218	1705
ENST00000368892	-	ENSG00000163159	VPS72	151176304	151190213	93	1187	1095	92	340	1527
ENST00000368894	+	ENSG00000203795	FAM24A	122910701	122913111	122	439	318	121	157	596
ENST00000368898	-	ENSG00000213185	FAM24B	122849078	122879598	292	576	285	291	169	745
ENST00000368904	-	ENSG00000138161	CUZD1	122832149	122850793	951	2774	1824	950	129	2903
ENST00000368905	+	ENSG00000163156	SCNM1	151166042	151170297	112	804	693	111	1212	2016
ENST00000368908	-	ENSG00000163155	LYSMD1	151159748	151165919	662	1345	684	661	1134	2479
ENST00000368909	+	ENSG00000187908	DMBT1	122560665	122643736	107	7348	7242	106	338	7686
ENST00000368910	+	ENSG00000163154	TNFAIP8L2	151156629	151159749	127	681	555	126	497	1178
ENST00000368911	-	ENSG00000155111	CDK19	110609978	110815316	181	1689	1509	180	4557	6246
ENST00000368918	+	ENSG00000143458	GABPB2	151070604	151125542	332	1678	1347	331	7286	8964
ENST00000368921	+	ENSG00000213190	MLLT11	151057758	151068497	2803	3075	273	2802	1000	4075
ENST00000368924	-	ENSG00000203797	DDO	110391771	110415562	17	1126	1110	16	1004	2130
ENST00000368926	+	ENSG00000143443	C1orf56	151047740	151051420	109	1134	1026	108	962	2096
ENST00000368932	+	ENSG00000168438	CDC40	110180141	110232223	102	1841	1740	101	2092	3933
ENST00000368947	+	ENSG00000143412	ANXA9	150982017	150995634	477	1514	1038	476	312	1826
ENST00000368972	+	ENSG00000118690	ARMC2	108848416	108974472	597	2705	2109	596	958	3663
ENST00000368977	+	ENSG00000135537	LACE1	108294894	108526001	187	1632	1446	186	3576	5208
ENST00000368984	+	ENSG00000166033	HTRA1	122461525	122514908	129	1571	1443	128	549	2120
ENST00000368985	-	ENSG00000163131	CTSS	150730196	150765957	262	1257	996	261	2850	4107
ENST00000368986	+	ENSG00000112333	NR2E1	108166058	108188809	709	1866	1158	708	1346	3212
ENST00000368990	+	ENSG00000107679	PLEKHA1	122374696	122442602	132	1346	1215	131	12664	14010
ENST00000368995	-	ENSG00000143452	HORMAD1	150698060	150720876	256	1200	945	255	594	1794
ENST00000369002	-	ENSG00000025796	SEC63	107867756	107958189	181	2463	2283	180	3948	6411
ENST00000369005	+	ENSG00000138162	TACC2	121989194	122254542	341	9187	8847	340	486	9673
ENST00000369022	-	ENSG00000146285	SCML4	107704104	107824317	211	1281	1071	210	1096	2377
ENST00000369023	-	ENSG00000107672	NSMCE4A	121957088	121975217	53	1210	1158	52	184	1394
ENST00000369026	-	ENSG00000143384	MCL1	150574556	150579590	61	1113	1053	60	2819	3932
ENST00000369037	-	ENSG00000164494	PDSS2	107152557	107459563	279	1478	1200	278	2062	3540
ENST00000369039	+	ENSG00000143382	ADAMTSL4	150549369	150560932	290	3583	3294	289	736	4319
ENST00000369046	+	ENSG00000130348	QRSL1	106629578	106668417	105	1691	1587	104	2415	4106
ENST00000369047	+	ENSG00000143369	ECM1	150508085	150513789	126	1748	1623	125	322	2070
ENST00000369063	-	ENSG00000130347	RTN4IP1	106571971	106629487	467	1657	1191	466	25	1682
ENST00000369064	+	ENSG00000143374	TARS2	150487417	150507602	35	2191	2157	34	538	2729
ENST00000369075	+	ENSG00000107651	SEC23IP	119892711	119944658	73	3075	3003	72	4093	7168
ENST00000369076	-	ENSG00000057663	ATG5	106184476	106325791	325	1152	828	324	2064	3216
ENST00000369085	+	ENSG00000151929	BAG3	119651370	119677819	307	2034	1728	306	537	2571
ENST00000369093	-	ENSG00000151923	TIAL1	119571802	119596495	31	1209	1179	30	3863	5072
ENST00000369096	+	ENSG00000057657	PRDM1	106086320	106109938	235	2712	2478	234	2452	5164
ENST00000369102	+	ENSG00000118292	C1orf54	150268200	150280916	771	1166	396	770	85	1251
ENST00000369110	-	ENSG00000085377	PREP	105277565	105403084	194	2326	2133	193	579	2905
ENST00000369111	+	ENSG00000118298	CA14	150257159	150265078	971	1984	1014	970	419	2403
ENST00000369124	+	ENSG00000023902	PLEKHO1	150149980	150160065	279	1508	1230	278	542	2050
ENST00000369130	+	ENSG00000136631	VPS45	150067312	150145327	547	2259	1713	546	531	2790
ENST00000369138	+	ENSG00000164418	GRIK2	101398788	102070083	491	3169	2679	490	1752	4921
ENST00000369144	-	ENSG00000107581	EIF3A	119033670	119080804	129	4277	4149	128	2369	6646
ENST00000369146	-	ENSG00000159164	SV2A	149903318	149917882	492	2720	2229	491	1696	4416
ENST00000369151	-	ENSG00000151893	CACUL1	118676411	118755246	485	1594	1110	484	9717	11311
ENST00000369153	+	ENSG00000178096	BOLA1	149887890	149900491	665	1078	414	664	18	1096
ENST00000369155	-	ENSG00000184678	HIST2H2BE	149884459	149886652	13	393	381	12	1801	2194
ENST00000369158	-	ENSG00000203811	HIST2H3C	149839538	149841193	37	447	411	36	1209	1656
ENST00000369159	-	ENSG00000203812	HIST2H2AA3	149842188	149842736	39	431	393	38	118	549
ENST00000369162	-	ENSG00000112249	ASCC3	100508194	100881364	346	6954	6609	345	1192	8146
ENST00000369163	+	ENSG00000278828	HIST1H3H	27810064	27811300	11	421	411	10	816	1237
ENST00000369167	-	ENSG00000203814	HIST2H2BF	149810406	149812359	37	417	381	36	1537	1954
ENST00000369168	+	ENSG00000150337	FCGR1A	149782690	149792518	55	1179	1125	54	1001	2180
ENST00000369183	-	ENSG00000165669	FAM204A	118297930	118342320	261	962	702	260	12927	13889
ENST00000369199	-	ENSG00000107560	RAB11FIP2	118004918	118046603	441	2039	1599	440	4080	6119
ENST00000369208	-	ENSG00000112246	SIM1	100385015	100464929	784	3084	2301	783	5346	8430
ENST00000369210	-	ENSG00000165863	C10orf82	116663696	116669970	56	520	465	55	474	994
ENST00000369215	+	ENSG00000112238	PRDM13	99606730	99614759	306	2429	2124	305	0	2429
ENST00000369221	+	ENSG00000175535	PNLIP	116545931	116567855	29	1426	1398	28	57	1483
ENST00000369230	+	ENSG00000203837	PNLIPRP3	116427867	116477957	147	1550	1404	146	804	2354
ENST00000369235	+	ENSG00000121634	GJA8	147907956	147909257	1	1302	1302	0	0	1302
ENST00000369239	-	ENSG00000132424	PNISR	99398051	99425308	206	2623	2418	205	2489	5112
ENST00000369244	-	ENSG00000112234	FBXL4	98868538	98947926	430	2295	1866	429	5740	8035
ENST00000369248	+	ENSG00000151553	FAM160B1	114821744	114864717	336	2633	2298	335	3177	5810
ENST00000369252	-	ENSG00000099204	ABLIM1	114431113	114684655	303	2543	2241	302	5147	7690
ENST00000369258	+	ENSG00000131778	CHD1L	147242684	147295762	21	2714	2694	20	253	2967
ENST00000369271	-	ENSG00000169129	AFAP1L2	114294824	114404756	302	2746	2445	301	1218	3964
ENST00000369278	+	ENSG00000014123	UFL1	96521808	96555276	67	2451	2385	66	1773	4224
ENST00000369287	-	ENSG00000165813	CCDC186	114120862	114174220	268	2964	2697	267	4281	7245
ENST00000369295	+	ENSG00000043591	ADRB1	114044056	114046908	78	1511	1434	77	1342	2853
ENST00000369301	+	ENSG00000196865	NHLRC2	113854661	113917194	213	2393	2181	212	8658	11051
ENST00000369303	-	ENSG00000135333	EPHA7	93240020	93419526	186	3182	2997	185	3406	6588
ENST00000369304	-	ENSG00000143127	ITGA10	145891208	145910189	176	3679	3504	175	1590	5269
ENST00000369306	-	ENSG00000131779	PEX11B	145911350	145918837	150	929	780	149	811	1740
ENST00000369312	+	ENSG00000148735	PLEKHS1	113751454	113782432	692	1792	1101	691	1651	3443
ENST00000369314	+	ENSG00000121851	POLR3GL	145964703	145978848	108	764	657	107	401	1165
ENST00000369329	-	ENSG00000135341	MAP3K7	90513573	90587045	163	1983	1821	162	2928	4911
ENST00000369352	+	ENSG00000135355	GJA10	89894469	89896120	1	1632	1632	0	20	1652
ENST00000369367	-	ENSG00000139218	SCAF11	45919131	45990565	235	4626	4392	234	2917	7543
